TICKER,CUSIP,EDATE,LFRI,PrePRC,OpmPRC,PostPRC,ANNDATS
RSTS,77778010,2018-05-09,2018-05-04,14.64,14.11,15.2,20180509
RSTS,77778010,2018-03-07,2018-03-02,14.14,13.83,14.15,20180307
RSY1,75045910,2018-11-08,2018-11-02,1.53,1.52,1.54,20181108
RSY1,75045910,2018-07-31,2018-07-27,1.48,1.5,1.49,20180731
RSY1,75045910,2018-05-01,2018-04-27,0.77,0.7751,0.81,20180501
RSY1,75045910,2018-02-07,2018-02-02,0.9,0.815,0.84,20180207
RTGN,74584P20,2021-05-11,2021-05-07,0.903,0.8939,0.8585,20210511
RTIX,86882C10,2021-05-10,2021-05-07,1.7,1.73,1.75,20210510
RTIX,86882C10,2021-03-16,2021-03-12,2.51,2.51,2.49,20210316
RTIX,86882C10,2020-11-11,2020-11-06,2.06,1.81,1.99,20201111
RUBI,55955D10,2021-05-10,2021-05-07,28.56,35.84,27.59,20210510
RUBI,55955D10,2021-02-24,2021-02-19,56.94,58.56,48.42,20210224
RUBI,55955D10,2020-11-09,2020-11-06,11.03,11.35,10.18,20201109
RUDO,78127010,2019-07-30,2019-07-26,28.68,28.51,26.92,20190730
RUDO,78127010,2019-05-06,2019-05-03,25.54,25.35,27.2,20190506
RUDO,78127010,2019-02-04,2019-02-01,21.86,21.93,22.07,20190204
RUDO,78127010,2018-11-01,2018-10-26,21.78,19.53,21.28,20181101
RUDO,78127010,2018-08-02,2018-07-27,29.3,29.35,28.45,20180802
RUDO,78127010,2018-05-02,2018-04-27,26.5,25.75,31.05,20180502
RUDO,78127010,2018-02-01,2018-01-26,26.5,27.15,25.05,20180201
RUN,86771W10,2021-05-05,2021-04-30,41.84,49.0,46.73,20210505
RUN,86771W10,2021-02-25,2021-02-19,57.98,68.5,62.58,20210225
RUN,86771W10,2020-11-05,2020-10-30,58.0,52.02,57.73,20201105
RUN,86771W10,2020-08-10,2020-08-07,47.28,46.0,42.37,20200810
RUN,86771W10,2020-05-06,2020-05-01,13.87,12.96,13.81,20200506
RUN,86771W10,2020-02-27,2020-02-21,20.27,21.95,19.34,20200227
RUN,86771W10,2019-11-12,2019-11-08,14.485,14.74,13.77,20191112
RUN,86771W10,2019-08-07,2019-08-02,19.98,19.49,18.74,20190807
RUN,86771W10,2019-05-08,2019-05-03,16.6,16.0,15.53,20190508
RUN,86771W10,2019-02-28,2019-02-22,15.51,15.82,15.96,20190228
RUN,86771W10,2018-11-07,2018-11-02,13.19,13.12,12.59,20181107
RUN,86771W10,2018-08-09,2018-08-03,14.34,13.84,13.29,20180809
RUN,86771W10,2018-05-09,2018-05-04,9.83,8.98,11.5,20180509
RUN,86771W10,2018-03-06,2018-03-02,7.43,7.06,6.76,20180306
RUSH,78184620,2021-04-21,2021-04-16,49.23,50.74,47.91,20210421
RUSH,78184620,2021-02-10,2021-02-05,42.2,42.89,41.79,20210210
RUSH,78184620,2020-10-21,2020-10-16,35.89,37.1,37.17,20201021
RUSH,78184620,2020-07-22,2020-07-17,44.69,44.61,48.55,20200722
RUSH,78184620,2020-04-22,2020-04-17,31.87,34.15,34.07,20200422
RUSH,78184620,2020-02-12,2020-02-07,45.5,43.66,41.21,20200212
RUSH,78184620,2019-10-23,2019-10-18,43.86,40.055,43.73,20191023
RUSH,78184620,2019-07-24,2019-07-19,36.94,34.03,37.06,20190724
RUSH,78184620,2019-02-13,2019-02-08,39.35,37.19,42.13,20190213
RUSH,78184620,2018-10-23,2018-10-19,33.45,33.9,33.47,20181023
RUSH,78184620,2018-07-24,2018-07-20,42.99,45.21,42.47,20180724
RUSH,78184620,2018-04-23,2018-04-20,43.11,43.31,41.04,20180423
RUSH,78184620,2018-02-14,2018-02-09,49.44,47.49,43.095,20180214
RVLV,76156B10,2021-05-06,2021-04-30,51.75,48.49,58.15,20210506
RVLV,76156B10,2021-02-24,2021-02-19,36.7,37.34,40.19,20210224
RVLV,76156B10,2020-11-11,2020-11-06,22.44,19.03,21.01,20201111
RVLV,76156B10,2020-08-12,2020-08-07,19.5,17.64,23.8,20200812
RVLV,76156B10,2020-05-13,2020-05-08,14.64,13.03,14.93,20200513
RVLV,76156B10,2020-02-25,2020-02-21,19.31,20.99,16.78,20200225
RVLV,76156B10,2019-11-07,2019-11-01,19.33,21.24,16.33,20191107
RVNC,76133010,2021-05-10,2021-05-07,27.43,28.48,27.35,20210510
RVNC,76133010,2021-02-22,2021-02-19,26.96,28.0,25.91,20210222
RVNC,76133010,2020-11-09,2020-11-06,27.6,26.54,25.735,20201109
RVNC,76133010,2020-08-06,2020-07-31,23.58,23.48,26.06,20200806
RVNC,76133010,2020-05-07,2020-05-01,18.62,17.31,20.09,20200507
RVNC,76133010,2020-02-24,2020-02-21,26.91,27.81,24.76,20200224
RVNC,76133010,2019-11-04,2019-11-01,15.81,15.76,15.14,20191104
RVNC,76133010,2019-08-05,2019-08-02,11.94,12.27,12.31,20190805
RVNC,76133010,2019-05-08,2019-05-03,12.68,13.53,12.82,20190508
RVNC,76133010,2019-02-26,2019-02-22,17.07,17.53,16.98,20190226
RVNC,76133010,2018-11-01,2018-10-26,23.01,22.42,24.88,20181101
RVNC,76133010,2018-08-02,2018-07-27,29.75,28.0,26.85,20180802
RVNC,76133010,2018-05-08,2018-05-04,28.4,27.95,29.0,20180508
RVNC,76133010,2018-02-28,2018-02-23,30.95,30.5,29.85,20180228
RVSB,76939710,2021-04-29,2021-04-23,6.91,7.34,6.89,20210429
RVSB,76939710,2021-01-28,2021-01-22,5.25,5.34,5.21,20210128
RVSB,76939710,2020-10-29,2020-10-23,4.64,5.25,4.69,20201029
RVSB,76939710,2020-07-30,2020-07-24,5.01,4.95,4.88,20200730
RVSB,76939710,2020-05-07,2020-05-01,4.9,5.42,5.29,20200507
RVSB,76939710,2020-01-23,2020-01-17,7.46,7.68,7.47,20200123
RVSB,76939710,2019-10-24,2019-10-18,6.94,7.36,7.19,20191024
RVSB,76939710,2019-07-23,2019-07-19,8.48,8.22,8.41,20190723
RVSB,76939710,2019-04-30,2019-04-26,7.42,7.48,7.33,20190430
RVSB,76939710,2019-01-24,2019-01-18,7.17,7.51,7.36,20190124
RVSB,76939710,2018-10-25,2018-10-19,7.82,7.78,8.0,20181025
RVSB,76939710,2018-07-24,2018-07-20,8.47,8.66,8.55,20180724
RVSB,76939710,2018-04-26,2018-04-20,9.11,9.39,9.3,20180426
RVSB,76939710,2018-01-25,2018-01-19,9.22,9.35,9.25,20180125
RWIN,05329W10,2019-07-22,2019-07-19,41.95,42.05,46.5,20190722
RWIN,05329W10,2018-01-31,2018-01-26,60.22,62.0,58.04,20180131
RXHN,67577R10,2021-03-10,2021-03-05,8.16,9.36,7.94,20210310
RXNN,76169B10,2021-04-27,2021-04-23,50.21,50.99,50.52,20210427
RXNN,76169B10,2020-10-27,2020-10-23,31.25,32.64,30.8,20201027
RXNN,76169B10,2020-07-28,2020-07-24,30.03,30.05,30.22,20200728
RXNN,76169B10,2020-05-12,2020-05-08,25.44,27.79,25.26,20200512
RXNN,76169B10,2020-01-28,2020-01-24,32.52,32.27,34.12,20200128
RXNN,76169B10,2019-10-29,2019-10-25,28.49,28.47,29.25,20191029
RXNN,76169B10,2019-07-30,2019-07-26,29.49,29.28,29.29,20190730
RXNN,76169B10,2019-05-08,2019-05-03,27.84,29.05,28.79,20190508
RXNN,76169B10,2019-01-30,2019-01-25,25.68,24.76,26.15,20190130
RXNN,76169B10,2018-10-30,2018-10-26,24.31,24.5,26.81,20181030
RXNN,76169B10,2018-07-30,2018-07-27,29.87,30.15,30.24,20180730
RXNN,76169B10,2018-05-14,2018-05-11,29.05,29.01,28.65,20180514
RXNN,76169B10,2018-01-31,2018-01-26,28.11,28.58,29.41,20180131
RYAMW,75508B10,2021-05-04,2021-04-30,9.11,9.09,6.99,20210504
RYAMW,75508B10,2021-02-24,2021-02-19,9.0,8.7,8.04,20210224
RYAMW,75508B10,2020-11-04,2020-10-30,3.59,3.43,4.37,20201104
RYAMW,75508B10,2020-08-04,2020-07-31,2.98,2.91,3.14,20200804
RYAMW,75508B10,2020-05-05,2020-05-01,1.32,1.47,1.52,20200505
RYAMW,75508B10,2020-02-25,2020-02-21,2.4,2.75,2.22,20200225
RYAMW,75508B10,2019-11-04,2019-11-01,4.38,4.31,3.51,20191104
RYAMW,75508B10,2019-08-07,2019-08-02,5.0,4.85,2.97,20190807
RYAMW,75508B10,2019-05-08,2019-05-03,13.95,15.23,9.25,20190508
RYAMW,75508B10,2019-02-13,2019-02-08,14.97,14.36,13.75,20190213
RYAMW,75508B10,2018-11-05,2018-11-02,13.36,13.0,13.78,20181105
RYAMW,75508B10,2018-08-02,2018-07-27,17.91,17.28,19.74,20180802
RYAMW,75508B10,2018-05-07,2018-05-04,20.29,20.25,18.49,20180507
RYI,78375410,2021-05-05,2021-04-30,16.82,15.88,17.13,20210505
RYI,78375410,2021-02-24,2021-02-19,16.53,14.63,13.17,20210224
RYI,78375410,2020-10-28,2020-10-23,6.8,7.63,8.05,20201028
RYI,78375410,2020-07-29,2020-07-24,6.14,5.89,5.99,20200729
RYI,78375410,2020-05-06,2020-05-01,4.3,4.39,4.48,20200506
RYI,78375410,2020-03-04,2020-02-28,8.3,8.33,8.73,20200304
RYI,78375410,2019-10-29,2019-10-25,9.12,8.62,8.52,20191029
RYI,78375410,2019-08-05,2019-08-02,7.39,7.74,7.17,20190805
RYI,78375410,2019-05-01,2019-04-26,8.94,8.51,9.8,20190501
RYI,78375410,2019-03-05,2019-03-01,8.55,8.44,7.76,20190305
RYI,78375410,2018-11-01,2018-10-26,9.58,8.92,8.59,20181101
RYI,78375410,2018-08-01,2018-07-27,11.4,12.25,10.75,20180801
RYI,78375410,2018-05-02,2018-04-27,9.8,10.3,10.95,20180502
RYI,78375410,2018-03-05,2018-03-02,10.1,10.2,9.3,20180305
RYN1,75490710,2021-05-06,2021-04-30,37.05,36.28,37.42,20210506
RYN1,75490710,2021-02-03,2021-01-29,32.81,30.75,32.81,20210203
RYN1,75490710,2020-10-28,2020-10-23,25.8,28.02,25.96,20201028
RYN1,75490710,2020-08-05,2020-07-31,27.92,27.78,28.3,20200805
RYN1,75490710,2020-04-29,2020-04-24,26.06,23.76,24.03,20200429
RYN1,75490710,2020-02-05,2020-01-31,30.56,30.38,29.61,20200205
RYN1,75490710,2019-10-30,2019-10-25,29.43,29.24,26.98,20191030
RYN1,75490710,2019-08-07,2019-08-02,28.25,28.43,27.0,20190807
RYN1,75490710,2019-05-01,2019-04-26,31.9,31.94,31.71,20190501
RYN1,75490710,2019-02-06,2019-02-01,30.25,30.64,28.98,20190206
RYN1,75490710,2018-10-31,2018-10-26,30.2,30.43,31.15,20181031
RYN1,75490710,2018-08-01,2018-07-27,34.89,34.22,35.1,20180801
RYN1,75490710,2018-05-02,2018-04-27,37.58,37.46,37.92,20180502
RYN1,75490710,2018-02-07,2018-02-02,31.4,31.88,31.64,20180207
RYTM,76243J10,2019-07-29,2019-07-26,19.89,19.99,19.05,20190729
RYTM,76243J10,2019-05-03,2019-04-26,25.57,25.92,25.65,20190503
RYTM,76243J10,2018-08-08,2018-08-03,31.83,32.44,32.37,20180808
RYTM,76243J10,2018-03-12,2018-03-09,27.34,27.28,29.15,20180312
RZC,12768610,2020-05-11,2020-05-08,9.67,9.7,9.96,20200511
RZC,12768610,2020-02-25,2020-02-21,13.31,14.495,12.95,20200225
RZC,12768610,2019-11-05,2019-11-01,12.32,12.35,12.42,20191105
RZC,12768610,2019-08-05,2019-08-02,11.59,11.74,11.52,20190805
RZC,12768610,2019-05-01,2019-04-26,9.1,9.59,9.15,20190501
RZC,12768610,2019-02-21,2019-02-15,9.43,9.15,9.05,20190221
RZC,12768610,2018-11-01,2018-10-26,8.85,8.8,9.53,20181101
RZC,12768610,2018-05-02,2018-04-27,11.5,11.2,11.7,20180502
RZC,12768610,2018-03-07,2018-03-02,12.5,12.25,12.6,20180307
SAFG,78648T10,2021-05-05,2021-04-30,82.78,82.03,86.71,20210505
SAFG,78648T10,2021-02-24,2021-02-19,79.27,77.5,82.58,20210224
SAFG,78648T10,2020-11-04,2020-10-30,70.01,70.0,71.0,20201104
SAFG,78648T10,2020-08-05,2020-07-31,76.02,75.67,76.16,20200805
SAFG,78648T10,2020-05-06,2020-05-01,77.21,78.6,76.91,20200506
SAFG,78648T10,2020-02-26,2020-02-21,90.5,93.65,85.03,20200226
SAFG,78648T10,2019-10-30,2019-10-25,101.74,99.09,97.2,20191030
SAFG,78648T10,2019-07-31,2019-07-26,98.66,99.06,97.42,20190731
SAFG,78648T10,2019-05-01,2019-04-26,93.75,92.81,93.2,20190501
SAFG,78648T10,2019-02-26,2019-02-22,92.52,92.8,92.85,20190226
SAFG,78648T10,2018-10-31,2018-10-26,83.28,83.05,83.9,20181031
SAFG,78648T10,2018-08-01,2018-07-27,92.3,89.6,93.75,20180801
SAFG,78648T10,2018-05-02,2018-04-27,79.1,81.45,80.05,20180502
SAFG,78648T10,2018-02-26,2018-02-23,75.05,74.9,73.0,20180226
SAFH,83175410,2021-06-17,2021-06-11,19.92,21.22,23.35,20210617
SAFH,83175410,2021-03-04,2021-02-26,15.79,17.21,16.07,20210304
SAFH,83175410,2020-12-03,2020-11-27,15.13,15.6,15.91,20201203
SAFH,83175410,2020-09-03,2020-08-28,18.82,18.045,18.165,20200903
SAFM,80001310,2018-02-21,2018-02-16,128.0,133.41,120.74,20180221
SAM1,10055710,2021-04-22,2021-04-16,1246.0,1294.93,1283.9,20210422
SAM1,10055710,2021-02-17,2021-02-12,1213.62,1167.13,1116.87,20210217
SAM1,10055710,2020-10-22,2020-10-16,918.08,946.84,1091.1,20201022
SAM1,10055710,2020-07-23,2020-07-17,659.23,643.58,828.34,20200723
SAM1,10055710,2020-04-22,2020-04-17,426.33,403.8,434.78,20200422
SAM1,10055710,2020-02-19,2020-02-14,429.0,408.91,396.29,20200219
SAM1,10055710,2019-10-29,2019-10-25,373.48,375.56,371.47,20191029
SAM1,10055710,2019-07-25,2019-07-19,386.36,387.58,398.5,20190725
SAM1,10055710,2019-02-20,2019-02-15,268.3,271.35,306.75,20190220
SAM1,10055710,2018-10-25,2018-10-19,270.13,265.94,278.41,20181025
SAM1,10055710,2018-07-26,2018-07-20,311.7,323.9,277.55,20180726
SAM1,10055710,2018-04-25,2018-04-20,217.05,220.5,216.55,20180425
SAM1,10055710,2018-02-21,2018-02-16,193.25,200.7,166.9,20180221
SANM,80105610,2021-05-03,2021-04-30,41.12,40.84,40.27,20210503
SANM,80105610,2021-02-02,2021-01-29,32.83,31.1,33.05,20210202
SANM,80105610,2020-11-10,2020-11-06,29.75,26.7,31.06,20201110
SANM,80105610,2020-07-29,2020-07-24,25.84,25.4,29.81,20200729
SANM,80105610,2020-04-27,2020-04-24,27.91,26.71,26.93,20200427
SANM,80105610,2020-01-27,2020-01-24,32.66,34.29,33.38,20200127
SANM,80105610,2019-10-28,2019-10-25,31.795,31.47,30.75,20191028
SANM,80105610,2019-07-29,2019-07-26,32.88,32.26,33.0,20190729
SANM,80105610,2019-04-29,2019-04-26,29.45,29.64,33.92,20190429
SANM,80105610,2019-01-28,2019-01-25,27.25,27.32,31.85,20190128
SANM,80105610,2018-10-29,2018-10-26,22.98,23.0,24.69,20181029
SANM,80105610,2018-07-30,2018-07-27,29.05,29.4,29.1,20180730
SANM,80105610,2018-04-23,2018-04-20,27.7,27.6,31.75,20180423
SANM,80105610,2018-01-29,2018-01-26,28.2,27.9,26.5,20180129
SAPC,80862510,2021-06-03,2021-05-28,91.81,89.86,93.84,20210603
SAPC,80862510,2021-03-25,2021-03-19,95.89,96.17,80.0,20210325
SAPC,80862510,2020-12-03,2020-11-27,94.68,94.06,97.79,20201203
SAPC,80862510,2020-09-02,2020-08-28,84.93,83.03,83.18,20200902
SAPC,80862510,2020-06-04,2020-05-29,89.48,88.04,87.48,20200604
SAPC,80862510,2020-03-26,2020-03-20,71.55,52.32,71.79,20200326
SAPC,80862510,2019-12-05,2019-11-29,83.97,85.35,84.84,20191205
SAPC,80862510,2019-09-05,2019-08-30,90.44,88.01,83.08,20190905
SAPC,80862510,2019-03-28,2019-03-22,73.55,70.99,76.95,20190328
SAPC,80862510,2018-12-06,2018-11-30,64.94,69.52,69.4,20181206
SAPC,80862510,2018-06-12,2018-06-08,88.08,88.2,80.69,20180612
SAUP,78461U10,2019-11-14,2019-11-08,3.34,3.475,3.3,20191114
SAUP,78461U10,2019-08-14,2019-08-09,3.26,3.06,3.19,20190814
SAUP,78461U10,2018-11-14,2018-11-09,3.82,3.93,3.32,20181114
SAUP,78461U10,2018-08-14,2018-08-10,5.26,5.23,5.1,20180814
SAVE,84857710,2021-04-21,2021-04-16,36.02,36.85,35.46,20210421
SAVE,84857710,2021-02-10,2021-02-05,32.68,29.89,30.01,20210210
SAVE,84857710,2020-10-28,2020-10-23,15.56,18.58,17.04,20201028
SAVE,84857710,2020-07-22,2020-07-17,16.66,17.61,16.84,20200722
