TICKER,CUSIP,EDATE,LFRI,PrePRC,OpmPRC,PostPRC,ANNDATS
BCOV,10921T10,2018-04-26,2018-04-20,8.0,7.35,9.25,20180426
BCOV,10921T10,2018-02-22,2018-02-16,7.3,6.8,7.15,20180222
BCSF,05684B10,2021-05-05,2021-04-30,15.97,15.97,15.9,20210505
BCSF,05684B10,2021-02-24,2021-02-19,13.96,13.78,13.99,20210224
BCSF,05684B10,2020-11-05,2020-10-30,10.1,9.16,10.19,20201105
BCSF,05684B10,2020-05-04,2020-05-01,9.22,9.67,9.44,20200504
BCSF,05684B10,2020-02-26,2020-02-21,19.05,19.9,19.01,20200226
BCSF,05684B10,2020-08-05,2020-07-31,10.3,10.07,10.52,20200805
BCSF,05684B10,2019-11-06,2019-11-01,18.78,19.05,19.0,20191106
BCSF,05684B10,2019-08-07,2019-08-02,18.06,18.06,18.16,20190807
BCSF,05684B10,2019-05-08,2019-05-03,19.6,20.19,19.8,20190508
BCSF,05684B10,2019-02-28,2019-02-22,20.19,20.18,19.5,20190228
BDAL,11679410,2020-11-02,2020-10-30,44.03,42.54,43.98,20201102
BDAL,11679410,2020-08-03,2020-07-31,46.17,44.62,44.69,20200803
BDAL,11679410,2020-05-06,2020-05-01,37.95,37.1,39.79,20200506
BDAL,11679410,2019-10-31,2019-10-25,44.5,43.73,50.1,20191031
BDAL,11679410,2019-08-01,2019-07-26,46.64,48.32,41.57,20190801
BDAL,11679410,2019-05-02,2019-04-26,38.59,38.49,43.47,20190502
BDAL,11679410,2019-02-11,2019-02-08,35.53,35.34,37.58,20190211
BDAL,11679410,2018-11-01,2018-10-26,32.32,30.61,33.4,20181101
BDAL,11679410,2018-08-02,2018-07-27,33.15,30.98,35.01,20180802
BDAL,11679410,2018-05-03,2018-04-27,29.59,29.85,30.07,20180503
BDAL,11679410,2018-02-08,2018-02-02,31.62,35.34,30.59,20180208
BDPI,98979V10,2021-05-12,2021-05-07,3.47,3.55,2.145,20210512
BDPI,98979V10,2021-02-24,2021-02-19,6.21,6.05,5.52,20210224
BDPI,98979V10,2020-10-28,2020-10-23,3.87,4.19,3.8,20201028
BDPI,98979V10,2020-04-29,2020-04-24,2.05,1.65,1.82,20200429
BDPI,98979V10,2020-02-20,2020-02-14,2.09,1.64,1.9,20200220
BDPI,98979V10,2019-10-30,2019-10-25,1.55,1.39,1.96,20191030
BDPI,98979V10,2019-08-07,2019-08-02,4.03,3.84,2.71,20190807
BDSI,09060J10,2020-03-12,2020-03-06,3.76,4.46,4.13,20200312
BDSI,09060J10,2019-11-12,2019-11-08,5.85,5.79,6.0,20191112
BDSI,09060J10,2019-08-08,2019-08-02,4.03,3.78,4.35,20190808
BDSI,09060J10,2020-05-07,2020-05-01,4.83,4.44,5.08,20200507
BDSI,09060J10,2019-05-06,2019-05-03,4.91,4.84,4.9,20190506
BDSI,09060J10,2019-03-14,2019-03-08,4.62,4.73,4.98,20190314
BDSI,09060J10,2018-11-08,2018-11-02,3.69,4.0,3.78,20181108
BDSI,09060J10,2018-08-09,2018-08-03,2.9,2.6,2.875,20180809
BDSI,09060J10,2018-05-10,2018-05-04,1.75,1.925,1.7,20180510
BDSI,09060J10,2018-03-15,2018-03-09,2.05,2.2,1.975,20180315
BEAT,09067210,2020-10-29,2020-10-23,41.71,43.47,42.58,20201029
BEAT,09067210,2020-05-06,2020-05-01,46.005,45.51,45.33,20200506
BEAT,09067210,2020-02-26,2020-02-21,48.005,52.13,45.01,20200226
BEAT,09067210,2020-07-30,2020-07-24,45.31,39.89,42.56,20200730
BEAT,09067210,2019-11-05,2019-11-01,43.0,41.89,43.53,20191105
BEAT,09067210,2019-07-30,2019-07-26,44.77,44.38,46.95,20190730
BEAT,09067210,2019-02-21,2019-02-15,73.34,77.59,66.43,20190221
BEAT,09067210,2018-10-30,2018-10-26,50.97,49.76,58.1,20181030
BEAT,09067210,2018-07-25,2018-07-20,48.8,50.35,53.7,20180725
BEAT,09067210,2018-04-25,2018-04-20,33.75,34.5,38.15,20180425
BEAT,09067210,2018-02-22,2018-02-16,33.05,34.25,34.7,20180222
BECN,07368510,2021-05-06,2021-04-30,59.01,56.33,60.245,20210506
BECN,07368510,2021-02-08,2021-02-05,43.69,42.26,45.96,20210208
BECN,07368510,2020-11-19,2020-11-13,37.68,37.16,36.99,20201119
BECN,07368510,2020-08-06,2020-07-31,32.73,31.16,31.88,20200806
BECN,07368510,2020-05-07,2020-05-01,22.0,20.44,21.495,20200507
BECN,07368510,2020-02-03,2020-01-31,32.485,33.11,33.05,20200203
BECN,07368510,2019-11-25,2019-11-22,33.37,33.69,30.145,20191125
BECN,07368510,2019-08-06,2019-08-02,34.89,35.16,27.53,20190806
BECN,07368510,2019-02-07,2019-02-01,35.7,36.49,33.89,20190207
BECN,07368510,2019-05-07,2019-05-03,37.63,38.87,38.73,20190507
BECN,07368510,2018-11-19,2018-11-16,27.77,27.62,28.06,20181119
BECN,07368510,2018-08-07,2018-08-03,42.48,42.07,36.54,20180807
BECN,07368510,2018-05-08,2018-05-04,49.85,48.74,44.445,20180508
BECN,07368510,2018-02-08,2018-02-02,55.09,59.75,55.07,20180208
BEI,08160H10,2021-04-28,2021-04-23,30.18,30.41,30.26,20210428
BEI,08160H10,2021-02-04,2021-01-29,27.6,25.33,27.51,20210204
BEI,08160H10,2020-10-28,2020-10-23,19.83,21.45,20.62,20201028
BEI,08160H10,2020-07-29,2020-07-24,20.79,19.76,20.29,20200729
BEI,08160H10,2020-04-29,2020-04-24,23.93,20.58,20.66,20200429
BEI,08160H10,2020-02-06,2020-01-31,30.43,30.78,26.63,20200206
BEI,08160H10,2019-10-24,2019-10-18,30.68,30.63,31.5,20191024
BEI,08160H10,2019-07-24,2019-07-19,25.8,24.82,26.69,20190724
BEI,08160H10,2019-02-07,2019-02-01,27.05,25.46,27.53,20190207
BEI,08160H10,2018-04-25,2018-04-20,30.55,30.7,27.65,20180425
BEI,08160H10,2018-07-24,2018-07-20,29.4,29.35,24.25,20180724
BEI,08160H10,2018-02-07,2018-02-02,27.8,28.65,29.25,20180207
BEI,08160H10,2018-10-30,2018-10-26,23.14,22.57,21.83,20181030
BELF,07734730,2019-08-06,2019-08-02,11.23,11.42,11.24,20190806
BELF,07734730,2019-05-09,2019-05-03,21.67,23.03,21.18,20190509
BELF/1,07734720,2019-02-21,2019-02-15,21.34,20.82,23.22,20190221
BELF/1,07734720,2019-10-30,2019-10-25,13.0975,13.67,13.51,20191030
BELF/1,07734720,2018-02-22,2018-02-16,15.7547,16.925,16.5,20180222
BERY,08579W10,2019-02-01,2019-01-25,48.26,51.03,49.37,20190201
BFX1,63910B10,2021-05-10,2021-05-07,15.88,16.91,17.45,20210510
BFX1,63910B10,2021-02-22,2021-02-19,26.71,29.53,20.54,20210222
BFX1,63910B10,2020-11-09,2020-11-06,21.86,27.8,20.0,20201109
BFX1,63910B10,2020-08-10,2020-08-07,12.36,12.01,14.12,20200810
BFX1,63910B10,2020-05-05,2020-05-01,6.64,5.86,5.23,20200505
BFX1,63910B10,2020-02-24,2020-02-21,3.16,3.47,3.31,20200224
BFX1,63910B10,2019-11-07,2019-11-01,1.65,1.7,1.47,20191107
BFX1,63910B10,2019-07-31,2019-07-26,1.93,1.75,1.39,20190731
BFX1,63910B10,2019-05-06,2019-05-03,5.28,5.32,4.25,20190506
BFX1,63910B10,2019-02-25,2019-02-22,8.0,7.97,6.1,20190225
BFX1,63910B10,2018-10-29,2018-10-26,13.04,12.67,11.57,20181029
BFX1,63910B10,2018-05-07,2018-05-04,15.5,15.15,16.9,20180507
BFX1,63910B10,2018-03-05,2018-03-02,12.6,12.55,12.3,20180305
BFX1,63910B10,2018-07-30,2018-07-27,13.95,13.95,14.25,20180730
BG,12950010,2021-03-16,2021-03-12,18.3,18.64,18.73,20210316
BG,12950010,2020-11-19,2020-11-13,13.12,10.34,12.49,20201119
BG,12950010,2020-09-01,2020-08-28,8.75,7.76,10.35,20200901
BG,12950010,2020-03-12,2020-03-06,7.87,9.5,6.99,20200312
BG,12950010,2019-11-25,2019-11-22,22.23,22.14,22.73,20191125
BG,12950010,2019-08-26,2019-08-23,15.24,14.91,18.9,20190826
BG,12950010,2019-06-03,2019-05-31,19.39,18.86,19.79,20190603
BG,12950010,2020-06-04,2020-05-29,9.49,7.17,10.19,20200604
BG,12950010,2019-03-21,2019-03-15,25.75,26.6,23.51,20190321
BG,12950010,2018-11-20,2018-11-16,31.03,33.55,28.29,20181120
BG,12950010,2018-09-04,2018-08-31,40.36,40.48,37.15,20180904
BG,12950010,2018-05-31,2018-05-25,35.46,36.05,34.6,20180531
BG,12950010,2018-03-13,2018-03-09,29.09,28.3,32.17,20180313
BGFV,08915P10,2021-05-04,2021-04-30,19.07,18.32,25.01,20210504
BGFV,08915P10,2021-03-02,2021-02-26,14.72,13.5,13.69,20210302
BGFV,08915P10,2020-10-27,2020-10-23,8.12,8.21,7.52,20201027
BGFV,08915P10,2020-07-28,2020-07-24,4.47,4.41,6.58,20200728
BGFV,08915P10,2020-05-27,2020-05-22,1.94,1.75,1.9,20200527
BGFV,08915P10,2020-02-25,2020-02-21,2.935,3.57,2.33,20200225
BGFV,08915P10,2019-10-29,2019-10-25,2.41,2.53,3.49,20191029
BGFV,08915P10,2019-07-30,2019-07-26,1.65,1.68,2.13,20190730
BGFV,08915P10,2019-02-26,2019-02-22,4.68,3.94,3.87,20190226
BGFV,08915P10,2018-10-30,2018-10-26,4.24,4.67,3.51,20181030
BGFV,08915P10,2018-07-31,2018-07-27,6.45,6.35,5.925,20180731
BGFV,08915P10,2019-04-30,2019-04-26,2.63,2.62,2.38,20190430
BGFV,08915P10,2018-05-01,2018-04-27,8.65,8.9,9.0,20180501
BGFV,08915P10,2018-02-27,2018-02-23,5.95,6.35,6.15,20180227
BGG,10904310,2019-01-23,2019-01-18,13.7,14.41,11.55,20190123
BGG,10904310,2018-10-25,2018-10-19,16.15,16.91,14.61,20181025
BGG,10904310,2018-08-15,2018-08-10,18.41,17.19,19.64,20180815
BGG,10904310,2018-04-25,2018-04-20,19.71,20.43,17.51,20180425
BGG,10904310,2018-01-24,2018-01-19,27.19,27.12,25.85,20180124
BGH,90921430,2021-05-06,2021-04-30,24.23,24.0,23.87,20210506
BGH,90921430,2021-02-22,2021-02-19,26.6,26.45,24.03,20210222
BGH,90921430,2020-10-26,2020-10-23,11.92,12.09,12.48,20201026
BGH,90921430,2020-08-04,2020-07-31,12.06,11.89,12.35,20200804
BGH,90921430,2020-02-25,2020-02-21,15.82,17.06,15.83,20200225
BGH,90921430,2019-10-29,2019-10-25,8.49,8.14,9.89,20191029
BGH,90921430,2019-07-30,2019-07-26,10.53,10.36,12.39,20190730
BGH,90921430,2020-04-28,2020-04-24,12.22,11.71,12.55,20200428
BGH,90921430,2019-05-02,2019-04-26,11.1,11.0,10.46,20190502
BGH,90921430,2019-02-12,2019-02-08,12.61,12.67,14.46,20190212
BGH,90921430,2018-11-08,2018-11-02,18.48,18.19,17.5,20181108
BGH,90921430,2018-07-31,2018-07-27,12.85,12.8,14.55,20180731
BGH,90921430,2018-05-01,2018-04-27,11.05,11.45,12.0,20180501
BGH,90921430,2018-02-08,2018-02-02,8.35,8.35,9.9,20180208
BGS,05508R10,2021-05-11,2021-05-07,28.63,29.35,28.64,20210511
BGS,05508R10,2021-03-02,2021-02-26,30.4,30.33,28.21,20210302
BGS,05508R10,2020-11-05,2020-10-30,28.2,26.56,28.68,20201105
BGS,05508R10,2020-07-30,2020-07-24,27.59,26.2,28.91,20200730
BGS,05508R10,2020-05-05,2020-05-01,19.53,19.64,21.0,20200505
BGS,05508R10,2020-02-25,2020-02-21,12.78,13.71,15.75,20200225
BGS,05508R10,2019-10-31,2019-10-25,15.55,15.94,15.98,20191031
BGS,05508R10,2019-08-01,2019-07-26,17.9,18.23,19.97,20190801
BGS,05508R10,2019-02-26,2019-02-22,24.66,25.83,24.28,20190226
BGS,05508R10,2018-10-30,2018-10-26,27.11,26.43,26.04,20181030
BGS,05508R10,2019-05-02,2019-04-26,24.95,25.08,22.72,20190502
BGS,05508R10,2018-08-02,2018-07-27,30.95,31.2,31.15,20180802
BGS,05508R10,2018-05-03,2018-04-27,22.55,22.75,24.95,20180503
BGS,05508R10,2018-02-27,2018-02-23,31.2,31.25,27.7,20180227
BHBK,09557310,2018-01-29,2018-01-26,19.75,19.9,19.6,20180129
BHFWV,10922N10,2021-05-10,2021-05-07,48.92,48.93,48.47,20210510
BHFWV,10922N10,2020-11-05,2020-10-30,33.21,33.1,31.52,20201105
BHFWV,10922N10,2020-08-06,2020-07-31,28.68,28.34,30.73,20200806
BHFWV,10922N10,2021-02-10,2021-02-05,41.92,40.04,40.53,20210210
BHFWV,10922N10,2020-05-11,2020-05-08,28.09,28.73,26.96,20200511
BHFWV,10922N10,2020-02-10,2020-02-07,42.11,42.21,46.6,20200210
BHFWV,10922N10,2019-11-04,2019-11-01,40.07,39.05,41.05,20191104
BHFWV,10922N10,2019-08-05,2019-08-02,33.84,34.6,35.78,20190805
BHFWV,10922N10,2019-05-06,2019-05-03,42.83,42.22,40.16,20190506
BHFWV,10922N10,2019-02-11,2019-02-08,35.7,35.27,40.68,20190211
BHFWV,10922N10,2018-05-07,2018-05-04,50.3,49.73,50.26,20180507
BHFWV,10922N10,2018-08-06,2018-08-03,44.18,43.79,43.51,20180806
BHFWV,10922N10,2018-02-12,2018-02-09,58.23,56.98,53.56,20180212
BHFWV,10922N10,2018-11-05,2018-11-02,42.61,40.92,44.03,20181105
BHL,08468010,2021-04-28,2021-04-23,22.66,22.73,23.31,20210428
BHL,08468010,2021-01-25,2021-01-22,18.98,19.26,18.0,20210125
BHL,08468010,2020-10-26,2020-10-23,11.85,11.97,13.3,20201026
BHL,08468010,2020-07-29,2020-07-24,10.85,10.79,9.76,20200729
BHL,08468010,2020-05-04,2020-05-01,15.56,16.17,13.02,20200504
BHL,08468010,2020-01-27,2020-01-24,30.13,30.62,29.57,20200127
BHL,08468010,2019-10-28,2019-10-25,30.83,30.32,31.1,20191028
BHL,08468010,2019-07-23,2019-07-19,30.8,30.85,32.09,20190723
BHL,08468010,2019-04-29,2019-04-26,30.43,29.89,29.99,20190429
BHL,08468010,2019-01-23,2019-01-18,28.14,28.7,26.86,20190123
BHL,08468010,2018-10-17,2018-10-12,38.0,38.23,36.24,20181017
BHL,08468010,2018-07-18,2018-07-13,40.8,40.5,40.95,20180718
BHL,08468010,2018-04-23,2018-04-20,39.05,38.65,38.6,20180423
BHL,08468010,2018-01-25,2018-01-19,38.4,38.95,37.9,20180125
BHP,09211310,2021-05-04,2021-04-30,68.65,68.98,67.42,20210504
BHP,09211310,2021-02-09,2021-02-05,62.48,61.93,61.98,20210209
BHP,09211310,2020-05-04,2020-05-01,59.92,59.73,60.05,20200504
BHP,09211310,2020-02-06,2020-01-31,84.23,83.03,83.91,20200206
BHP,09211310,2020-11-02,2020-10-30,58.02,56.66,60.44,20201102
BHP,09211310,2020-08-03,2020-07-31,56.99,57.86,57.82,20200803
BHP,09211310,2019-11-04,2019-11-01,77.81,79.44,74.08,20191104
BHP,09211310,2019-08-05,2019-08-02,77.08,78.59,76.67,20190805
BHP,09211310,2019-05-02,2019-04-26,71.8,72.16,74.49,20190502
BHP,09211310,2019-02-07,2019-02-01,67.93,67.08,69.43,20190207
BHP,09211310,2018-11-05,2018-11-02,61.81,60.31,62.1,20181105
BHP,09211310,2018-02-01,2018-01-26,54.92,57.1,53.9,20180201
BHP,09211310,2018-05-03,2018-04-27,57.67,56.86,58.95,20180503
BHP,09211310,2018-08-06,2018-08-03,60.11,60.03,60.09,20180806
BI0C,09062W20,2021-05-13,2021-05-07,29.53,31.67,29.74,20210513
BI0C,09062W20,2021-03-22,2021-03-19,38.57,38.76,41.98,20210322
BI0C,09062W20,2020-11-05,2020-10-30,31.39,28.71,33.83,20201105
BI0C,09062W20,2020-08-06,2020-07-31,20.67,19.33,21.02,20200806
BI0C,09062W20,2020-05-14,2020-05-08,14.57,13.61,15.35,20200514
BI0C,09062W20,2020-03-11,2020-03-06,12.25,13.98,8.64,20200311
BI0C,09062W20,2019-11-12,2019-11-08,16.59,16.76,14.59,20191112
BI0C,09062W20,2019-08-08,2019-08-02,18.55,18.4,17.0,20190808
BI0C,09062W20,2019-05-09,2019-05-03,16.76,17.46,16.57,20190509
BI0C,09062W20,2019-03-14,2019-03-08,17.69,16.34,18.7,20190314
BI0C,09062W20,2018-11-08,2018-11-02,12.28,12.29,13.94,20181108
BI0C,09062W20,2018-05-10,2018-05-04,8.25,7.49,7.96,20180510
BI0C,09062W20,2018-03-08,2018-03-02,5.99,5.16,5.6,20180308
BID,83589810,2019-07-30,2019-07-26,58.9,58.79,59.71,20190730
BID,83589810,2018-11-01,2018-10-26,43.46,40.89,40.94,20181101
BID,83589810,2018-05-03,2018-04-27,52.47,53.53,54.48,20180503
BIEF,39270910,2021-05-04,2021-04-30,27.51,25.81,24.5,20210504
BIEF,39270910,2021-03-08,2021-03-05,20.19,20.11,20.18,20210308
BIEF,39270910,2020-10-29,2020-10-23,17.54,18.17,17.89,20201029
BIEF,39270910,2020-08-04,2020-07-31,14.39,13.8,15.06,20200804
BIEF,39270910,2020-05-11,2020-05-08,8.9,9.0,9.19,20200511
BIEF,39270910,2020-03-03,2020-02-28,11.33,10.94,11.22,20200303
BIEF,39270910,2019-11-07,2019-11-01,9.9,10.1,10.33,20191107
BIEF,39270910,2019-08-08,2019-08-02,9.52,9.21,9.83,20190808
BIEF,39270910,2019-05-02,2019-04-26,8.89,9.02,9.06,20190502
BIEF,39270910,2019-03-04,2019-03-01,9.28,9.16,8.88,20190304
BIEF,39270910,2018-05-07,2018-05-04,10.55,10.45,10.7,20180507
BIEF,39270910,2018-03-12,2018-03-09,10.5,10.6,10.5,20180312
BIEF,39270910,2018-08-06,2018-08-03,9.6,9.4,9.95,20180806
BIEF,39270910,2018-11-05,2018-11-02,9.52,9.49,9.3,20181105
BIO,09057220,2021-04-29,2021-04-23,640.73,640.42,630.13,20210429
BIO,09057220,2021-02-11,2021-02-05,643.81,616.48,662.35,20210211
BIO,09057220,2020-10-29,2020-10-23,568.03,581.71,586.42,20201029
BIO,09057220,2020-07-30,2020-07-24,535.6,515.75,524.89,20200730
BIO,09057220,2020-05-06,2020-05-01,449.99,431.79,460.42,20200506
BIO,09057220,2020-02-13,2020-02-07,379.34,370.3,403.63,20200213
BIO,09057220,2019-10-31,2019-10-25,331.62,345.67,352.33,20191031
BIO,09057220,2019-08-01,2019-07-26,310.37,324.38,336.0,20190801
BIO,09057220,2019-05-08,2019-05-03,296.51,308.36,309.28,20190508
BIO,09057220,2019-02-28,2019-02-22,270.9,274.26,317.41,20190228
BIO,09057220,2018-08-07,2018-08-03,308.97,312.18,316.4,20180807
BIO,09057220,2018-02-27,2018-02-23,254.0,254.31,270.04,20180227
BIO,09057220,2018-05-08,2018-05-04,253.69,252.82,275.95,20180508
BIO,09057220,2018-11-01,2018-10-26,275.34,268.79,269.77,20181101
BIOD,01345P10,2019-03-06,2019-03-01,31.0,30.98,28.9,20190306
BIOD,01345P10,2018-11-08,2018-11-02,28.09,29.02,25.84,20181108
BIOD,01345P10,2018-05-10,2018-05-04,30.86,28.93,30.8,20180510
BIVVV,09075E10,2018-02-13,2018-02-09,103.7,103.05,103.52,20180213
BKD,11246310,2021-05-06,2021-04-30,6.6,6.54,7.32,20210506
BKD,11246310,2021-02-25,2021-02-19,5.82,5.05,5.82,20210225
BKD,11246310,2020-11-04,2020-10-30,3.09,2.94,2.75,20201104
BKD,11246310,2020-08-10,2020-08-07,3.14,3.01,2.92,20200810
BKD,11246310,2020-05-05,2020-05-01,2.92,3.12,2.87,20200505
BKD,11246310,2020-02-18,2020-02-14,6.93,6.93,8.39,20200218
BKD,11246310,2019-11-04,2019-11-01,7.64,7.52,7.26,20191104
BKD,11246310,2019-05-06,2019-05-03,6.47,6.46,7.09,20190506
BKD,11246310,2019-02-13,2019-02-08,8.12,7.81,6.93,20190213
BKD,11246310,2018-11-05,2018-11-02,9.2,8.89,9.26,20181105
BKD,11246310,2018-08-06,2018-08-03,8.49,8.56,8.22,20180806
BKD,11246310,2018-05-07,2018-05-04,7.18,7.2,7.68,20180507
BKD,11246310,2019-08-05,2019-08-02,7.34,7.58,7.79,20190805
BKHM,67555N20,2018-11-08,2018-11-02,8.64,8.25,8.43,20181108
BKHM,67555N20,2018-02-05,2018-02-02,5.65,5.95,6.83,20180205
BKLE,11844010,2018-11-26,2018-11-23,20.88,20.37,19.7,20181126
BKLY,08442310,2021-04-20,2021-04-16,80.67,79.91,80.56,20210420
BKLY,08442310,2021-01-26,2021-01-22,64.95,65.88,61.64,20210126
BKLY,08442310,2020-10-20,2020-10-16,63.22,62.05,65.11,20201020
BKLY,08442310,2020-07-21,2020-07-17,64.02,63.54,63.93,20200721
BKLY,08442310,2020-01-28,2020-01-24,72.37,72.07,72.75,20200128
BKLY,08442310,2019-10-22,2019-10-18,67.85,71.16,71.87,20191022
BKLY,08442310,2020-04-21,2020-04-17,53.35,56.99,51.28,20200421
BKLY,08442310,2019-07-23,2019-07-19,66.57,66.84,68.6,20190723
BKLY,08442310,2019-01-29,2019-01-25,74.65,75.0,77.06,20190129
BKLY,08442310,2018-10-23,2018-10-19,72.2,73.93,73.03,20181023
BKLY,08442310,2018-07-24,2018-07-20,74.28,74.64,74.34,20180724
BKLY,08442310,2018-04-24,2018-04-20,74.32,74.74,76.13,20180424
BKLY,08442310,2018-01-30,2018-01-26,71.58,72.09,72.98,20180130
BKMU,06375010,2018-01-17,2018-01-12,11.05,11.15,10.9,20180117
BKYS,80511110,2021-05-13,2021-05-07,1.51,1.63,1.56,20210513
BKYS,80511110,2020-11-05,2020-10-30,1.12,1.04,1.05,20201105
BKYS,80511110,2020-08-06,2020-07-31,2.04,1.99,2.12,20200806
BKYS,80511110,2020-05-07,2020-05-01,2.55,2.3,2.35,20200507
BKYS,80511110,2020-03-12,2020-03-06,2.55,2.61,2.3,20200312
BKYS,80511110,2019-11-07,2019-11-01,0.91,0.9463,0.8471,20191107
BKYS,80511110,2019-08-08,2019-08-02,2.51,2.39,2.3,20190808
BKYS,80511110,2019-05-09,2019-05-03,10.72,11.13,11.21,20190509
BKYS,80511110,2019-03-13,2019-03-08,8.6,7.77,8.13,20190313
BKYS,80511110,2018-11-07,2018-11-02,9.82,9.39,10.77,20181107
BKYS,80511110,2018-08-09,2018-08-03,11.52,11.16,11.14,20180809
BKYS,80511110,2018-05-09,2018-05-04,9.79,9.63,9.35,20180509
BKYS,80511110,2018-03-14,2018-03-09,10.52,10.98,10.06,20180314
BL,09239B10,2021-05-06,2021-04-30,103.65,116.06,107.47,20210506
BL,09239B10,2021-02-11,2021-02-05,150.37,148.51,133.47,20210211
BL,09239B10,2020-10-29,2020-10-23,92.3,99.03,97.68,20201029
BL,09239B10,2020-08-06,2020-07-31,91.83,88.91,79.26,20200806
BL,09239B10,2020-04-30,2020-04-24,60.74,58.68,59.66,20200430
BL,09239B10,2020-02-13,2020-02-07,65.0,62.0,66.55,20200213
BL,09239B10,2019-11-06,2019-11-01,47.5,46.76,49.71,20191106
BL,09239B10,2019-08-01,2019-07-26,42.54,47.19,56.01,20190801
BL,09239B10,2019-05-02,2019-04-26,53.28,49.4,49.75,20190502
BL,09239B10,2019-02-14,2019-02-08,49.24,47.6,51.49,20190214
BL,09239B10,2018-11-01,2018-10-26,47.01,42.66,42.51,20181101
BL,09239B10,2018-02-15,2018-02-09,34.65,32.57,39.04,20180215
BL,09239B10,2018-05-03,2018-04-27,42.84,40.97,40.815,20180503
BL,09239B10,2018-08-02,2018-07-27,45.54,46.4,47.07,20180802
BLCM,07948140,2021-05-14,2021-05-07,3.14,3.3,2.99,20210514
BLCM,07948140,2021-03-30,2021-03-26,3.38,3.96,3.76,20210330
BLCM,07948140,2020-11-05,2020-10-30,2.86,3.71,2.8,20201105
BLCM,07948140,2020-08-06,2020-07-31,7.49,6.71,7.06,20200806
BLCM,07948140,2020-05-07,2020-05-01,5.58,4.56,7.36,20200507
BLDG,21925D10,2021-05-11,2021-05-07,14.87,15.34,13.51,20210511
BLDG,21925D10,2021-03-03,2021-02-26,11.5,11.39,11.94,20210303
BLDG,21925D10,2020-08-11,2020-08-07,7.32,6.96,8.57,20200811
BLDG,21925D10,2020-05-12,2020-05-08,4.55,4.98,3.97,20200512
BLDG,21925D10,2020-03-03,2020-02-28,7.33,7.35,8.13,20200303
BLDG,21925D10,2020-11-10,2020-11-06,8.55,8.08,8.3,20201110
BLDR,12008R10,2020-10-29,2020-10-23,30.01,32.66,30.3,20201029
BLDR,12008R10,2020-07-30,2020-07-24,23.43,23.1,23.69,20200730
BLDR,12008R10,2020-04-30,2020-04-24,18.35,14.725,17.235,20200430
BLDR,12008R10,2020-02-20,2020-02-14,28.18,27.19,26.69,20200220
BLDR,12008R10,2019-10-31,2019-10-25,22.61,22.92,24.3,20191031
BLDR,12008R10,2019-08-01,2019-07-26,16.8,17.34,18.87,20190801
BLDR,12008R10,2019-05-02,2019-04-26,14.71,13.94,16.79,20190502
BLDR,12008R10,2019-02-28,2019-02-22,13.93,14.19,14.03,20190228
BLDR,12008R10,2018-11-01,2018-10-26,13.08,12.1,14.58,20181101
BLDR,12008R10,2018-05-09,2018-05-04,19.75,18.58,19.11,20180509
BLDR,12008R10,2018-02-28,2018-02-23,19.18,20.77,21.19,20180228
BLDR,12008R10,2018-08-07,2018-08-03,17.83,17.64,17.51,20180807
BLK,G9402V10,2020-04-29,2020-04-24,0.4086,0.4753,0.4555,20200429
BLK,G9402V10,2020-02-20,2020-02-14,5.71,5.25,4.2,20200220
BLK,G9402V10,2019-10-30,2019-10-25,4.56,4.89,4.11,20191030
BLKB,09227Q10,2021-04-28,2021-04-23,74.68,70.84,70.88,20210428
BLKB,09227Q10,2021-02-08,2021-02-05,72.37,70.62,77.2,20210208
BLKB,09227Q10,2020-10-28,2020-10-23,57.76,57.36,51.5,20201028
BLKB,09227Q10,2020-07-29,2020-07-24,56.55,55.385,64.92,20200729
BLKB,09227Q10,2020-05-05,2020-05-01,55.42,53.28,55.44,20200505
BLKB,09227Q10,2020-02-10,2020-02-07,77.74,78.26,81.55,20200210
BLKB,09227Q10,2019-10-28,2019-10-25,86.38,85.62,87.09,20191028
BLKB,09227Q10,2019-07-30,2019-07-26,88.05,86.98,91.0,20190730
BLKB,09227Q10,2019-04-30,2019-04-26,79.29,78.82,73.3,20190430
BLKB,09227Q10,2019-02-06,2019-02-01,67.26,71.82,71.29,20190206
BLKB,09227Q10,2018-10-29,2018-10-26,67.85,70.35,72.54,20181029
BLKB,09227Q10,2018-07-30,2018-07-27,109.42,113.67,99.81,20180730
BLKB,09227Q10,2018-04-30,2018-04-27,104.96,105.89,100.56,20180430
BLKB,09227Q10,2018-02-06,2018-02-02,91.75,92.16,99.34,20180206
BLSY,78470V10,2019-07-31,2019-07-26,4.08,3.75,4.02,20190731
BLSY,78470V10,2019-05-01,2019-04-26,5.96,6.27,5.62,20190501
BLSY,78470V10,2019-02-20,2019-02-15,4.58,4.49,4.77,20190220
BLSY,78470V10,2018-10-31,2018-10-26,7.08,7.19,7.37,20181031
BLSY,78470V10,2018-08-01,2018-07-27,11.31,11.02,11.6,20180801
BLSY,78470V10,2018-05-02,2018-04-27,11.03,11.11,11.11,20180502
BLSY,78470V10,2018-02-21,2018-02-16,8.66,8.92,8.88,20180221
BLSY,78470V10,2019-11-06,2019-11-01,3.62,3.34,4.03,20191106
BLUB,09609G10,2021-05-05,2021-04-30,29.21,30.0,29.67,20210505
BLUB,09609G10,2021-02-23,2021-02-19,25.62,26.68,25.92,20210223
